tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,2006,4,258.41,30977,33105,"Chicago, IL","Cincinnati, OH",19977,UA,14050,0.3300,243.97,75,0.0500,375,0.0500,0.4300,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20064309773310519977UA
Table 5,1996,1,68.53,30189,34653,"Colorado Springs, CO","Tulsa, OK",19977,UA,2680,0.1600,76.10,75,0.6700,125,0.1200,0.0200,"Colorado Springs, CO
(38.835224, -104.819798)","Tulsa, OK
(61.096484, -160.967455)",19961301893465319977UA
Table 5,2009,4,90.30,31638,32211,"Fresno, CA","Las Vegas, NV",19977,UA,4150,0.1900,94.96,75,0.4200,200,0.0800,0.0072,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)",20094316383221119977UA
Table 5,1996,4,225.83,30977,34100,"Chicago, IL","Philadelphia, PA",20355,US,30210,0.1800,219.61,75,0.0600,425,0.1600,0.3600,"Chicago, IL
(41.775002, -87.696388)","Philadelphia, PA
(39.951061, -75.16562)",19964309773410020355US
Table 5,2013,4,336.97,30977,33105,"Chicago, IL","Cincinnati, OH",19790,DL,9010,0.3100,350.94,225,0.1200,475,0.1700,0.0011,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20134309773310519790DL
Table 5,2004,3,270.78,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",19386,NW,30050,0.9000,278.96,100,0.0700,450,0.1400,0.4900,"Kansas City, MO
(39.099792, -94.578559)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20043331983165019386NW
Table 5,2012,3,109.13,32211,30466,"Las Vegas, NV","Phoenix, AZ",19393,WN,106970,0.7100,112.05,75,0.3200,225,0.0800,0.0013,"Las Vegas, NV
(36.169202, -115.140597)","Phoenix, AZ
(30.406931, -87.217578)",20123322113046619393WN
Table 5,2008,3,288.78,30977,33105,"Chicago, IL","Cincinnati, OH",19790,DL,12770,0.3300,298.49,100,0.0500,400,0.1000,0.4300,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20083309773310519790DL
Table 5,1996,4,70.48,30693,31454,"Nashville, TN","Orlando, FL",19790,DL,30910,0.4900,71.83,75,0.7400,125,0.0600,0.0100,"Nashville, TN
(36.166687, -86.779932)","Orlando, FL
(28.538331, -81.378879)",19964306933145419790DL
Table 5,2011,2,114.62,30325,30436,"Denver, CO","Tucson, AZ",20436,F9,15030,0.2900,99.51,75,0.2900,150,0.0900,0.0200,"Denver, CO
(39.738453, -104.984853)","Tucson, AZ
(35.167852, -103.726151)",20112303253043620436F9
Table 5,2008,1,354.64,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19790,DL,6250,0.4200,384.48,150,0.0900,500,0.1600,0.4400,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20081331053165019790DL
Table 5,2003,3,240.85,31650,33316,"Minneapolis/St. Paul, MN","Omaha, NE",19386,NW,13510,0.9800,240.68,125,0.0600,400,0.0500,0.0600,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Omaha, NE
(46.07035, -93.666319)",20033316503331619386NW
Table 5,2008,2,258.08,30977,32070,"Chicago, IL","Harrisburg, PA",19977,UA,13440,0.6800,273.47,125,0.2000,300,0.0700,0.2000,"Chicago, IL
(41.775002, -87.696388)","Harrisburg, PA
(40.259572, -76.881821)",20082309773207019977UA
Table 5,2008,2,225.25,31295,34100,"Detroit, MI","Philadelphia, PA",20355,US,19430,0.2800,248.52,125,0.2000,200,0.0900,0.1800,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)",20082312953410020355US
Table 5,1999,3,221.61,30977,31267,"Chicago, IL","Dayton, OH",20312,TZ,3280,0.1700,134.63,125,0.2400,175,0.0900,0.0000,"Chicago, IL
(41.775002, -87.696388)","Dayton, OH
(39.760982, -84.192203)",19993309773126720312TZ
Table 5,2012,1,290.50,30977,34524,"Chicago, IL","Richmond, VA",19977,UA,10940,0.4500,336.20,175,0.1200,500,0.0700,0.0400,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)",20121309773452419977UA
Table 5,1996,1,114.16,30977,32600,"Chicago, IL","Little Rock, AR",20211,TW,3170,0.1300,117.26,75,0.1700,175,0.0700,0.0200,"Chicago, IL
(41.775002, -87.696388)","Little Rock, AR
(34.748745, -92.275105)",19961309773260020211TW
Table 5,2010,1,95.87,33342,31123,"Milwaukee, WI","St. Louis, MO",20437,FL,11890,0.6500,92.17,75,0.3400,125,0.1400,0.0100,"Milwaukee, WI
(43.041072, -87.909421)","St. Louis, MO
(38.630276, -90.200309)",20101333423112320437FL
Table 5,2011,2,272.93,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",19790,DL,59660,0.6800,300.93,175,0.0700,450,0.0500,0.0700,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Detroit, MI
(42.332916, -83.047853)",20112307213129519790DL
Table 5,2004,3,85.69,34570,34614,"Reno, NV","Salt Lake City, UT",19393,WN,16960,0.9600,84.98,75,0.4100,125,0.2500,0.0006,"Reno, NV
(30.177159, -95.162771)","Salt Lake City, UT
(40.758478, -111.888142)",20043345703461419393WN
Table 5,2003,1,270.89,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",19386,NW,45390,0.7700,293.18,125,0.1900,600,0.0700,0.3100,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Detroit, MI
(42.332916, -83.047853)",20031307213129519386NW
Table 5,2004,1,275.74,31295,30529,"Detroit, MI","Hartford, CT",19386,NW,11770,0.7600,297.20,125,0.0800,500,0.1200,0.3200,"Detroit, MI
(42.332916, -83.047853)","Hartford, CT
(41.765775, -72.673356)",20041312953052919386NW
Table 5,2003,2,296.42,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",19790,DL,20530,0.9500,300.46,125,0.0800,400,0.0800,0.3300,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cincinnati, OH
(39.104427, -84.513808)",20032303973310519790DL
Table 5,2004,1,79.96,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19393,WN,59570,0.9200,74.56,75,0.4100,100,0.5800,0.0000,"Reno, NV
(30.177159, -95.162771)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20041345703245719393WN
Table 5,2009,3,96.43,33342,31123,"Milwaukee, WI","St. Louis, MO",20437,FL,8310,0.4700,82.43,75,0.5100,125,0.1200,0.0096,"Milwaukee, WI
(43.041072, -87.909421)","St. Louis, MO
(38.630276, -90.200309)",20093333423112320437FL
Table 5,2004,4,89.05,30647,30693,"Cleveland, OH (Metropolitan Area)","Nashville, TN",19704,CO,9800,0.2500,87.72,75,0.4300,125,0.2900,0.0071,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Nashville, TN
(36.166687, -86.779932)",20044306473069319704CO
Table 5,2000,1,263.76,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19704,CO,12190,0.2900,298.06,125,0.0500,400,0.0900,0.1000,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)",20001317033452419704CO
Table 5,2004,4,250.71,31057,31703,"Charlotte, NC","New York City, NY (Metropolitan Area)",20355,US,82560,0.6400,258.67,100,0.1500,525,0.0500,0.3700,"Charlotte, NC
(35.222936, -80.840161)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20044310573170320355US
Table 5,2011,4,310.06,33105,34100,"Cincinnati, OH","Philadelphia, PA",20355,US,12140,0.5700,327.50,125,0.0600,425,0.1300,0.3800,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)",20114331053410020355US
Table 5,1996,3,71.11,34570,33570,"Reno, NV","San Diego, CA",19994,QQ,28240,0.6400,73.46,75,0.6300,125,0.0600,0.0007,"Reno, NV
(30.177159, -95.162771)","San Diego, CA
(32.71576, -117.163817)",19963345703357019994QQ
Table 5,1996,2,76.01,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",19704,CO,44860,0.1100,85.70,75,0.3400,150,0.0700,0.0016,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Houston, TX
(29.760803, -95.369506)",19962301943145319704CO
Table 5,2013,3,116.56,31295,31135,"Detroit, MI","Myrtle Beach, SC",19790,DL,3860,0.1300,175.19,125,0.1000,275,0.0600,0.0100,"Detroit, MI
(42.332916, -83.047853)","Myrtle Beach, SC
(33.68785, -78.883852)",20133312953113519790DL
Table 5,1997,2,220.63,30599,30194,"Birmingham, AL","Dallas/Fort Worth, TX",19790,DL,5710,0.3100,231.16,75,0.0700,450,0.0500,0.4100,"Birmingham, AL
(33.522859, -86.807705)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",19972305993019419790DL
Table 5,2014,2,323.75,30977,34524,"Chicago, IL","Richmond, VA",20355,US,3460,0.1000,319.50,200,0.0500,250,0.1800,0.0800,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)",20142309773452420355US
Table 5,2000,1,239.87,31267,31703,"Dayton, OH","New York City, NY (Metropolitan Area)",19790,DL,2000,0.1000,230.42,100,0.0700,450,0.0700,0.2800,"Dayton, OH
(39.760982, -84.192203)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20001312673170319790DL
Table 5,2006,1,266.57,30397,31123,"Atlanta, GA (Metropolitan Area)","St. Louis, MO",19805,AA,20750,0.4400,250.34,75,0.0500,375,0.0800,0.4700,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","St. Louis, MO
(38.630276, -90.200309)",20061303973112319805AA
Table 5,1997,2,78.33,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",19805,AA,37140,0.2000,92.15,75,0.3800,175,0.0500,0.0100,"Austin, TX
(30.264979, -97.746598)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",19972304233019419805AA
Table 5,1999,1,272.83,31057,30647,"Charlotte, NC","Cleveland, OH (Metropolitan Area)",20355,US,15820,0.9000,277.28,125,0.1700,400,0.3500,0.3900,"Charlotte, NC
(35.222936, -80.840161)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",19991310573064720355US
Table 5,2009,3,98.38,30559,31884,"Seattle, WA","Spokane, WA",19393,WN,19940,0.2200,90.89,75,0.3600,125,0.3100,0.0000,"Seattle, WA
(47.603229, -122.33028)","Spokane, WA
(47.658999, -117.425022)",20093305593188419393WN
Table 5,2001,4,72.92,33198,31123,"Kansas City, MO","St. Louis, MO",20211,TW,13700,0.3800,73.48,75,0.4200,100,0.5300,0.0058,"Kansas City, MO
(39.099792, -94.578559)","St. Louis, MO
(38.630276, -90.200309)",20014331983112320211TW
Table 5,2011,3,309.85,31295,31650,"Detroit, MI","Minneapolis/St. Paul, MN",19790,DL,43330,0.8600,321.15,175,0.0500,250,0.1500,0.1300,"Detroit, MI
(42.332916, -83.047853)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20113312953165019790DL
Table 5,2004,4,80.47,30559,31884,"Seattle, WA","Spokane, WA",19393,WN,24170,0.2300,76.17,75,0.4500,100,0.5400,0.0000,"Seattle, WA
(47.603229, -122.33028)","Spokane, WA
(47.658999, -117.425022)",20044305593188419393WN
Table 5,1999,3,227.73,30397,32337,"Atlanta, GA (Metropolitan Area)","Indianapolis, IN",19790,DL,33840,0.8200,239.21,100,0.0800,450,0.1900,0.3600,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Indianapolis, IN
(39.76845, -86.156212)",19993303973233719790DL
Table 5,2011,1,284.09,30994,30852,"Charleston, SC","Washington, DC (Metropolitan Area)",19977,UA,5080,0.1300,318.39,125,0.1000,500,0.1500,0.3400,"Charleston, SC
(32.77647, -79.931027)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20111309943085219977UA
Table 5,2010,1,239.65,30977,33105,"Chicago, IL","Cincinnati, OH",19805,AA,10120,0.2800,246.67,175,0.1300,325,0.1500,0.0200,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20101309773310519805AA
Table 5,2014,2,274.90,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",19977,UA,3800,0.1700,284.84,175,0.0700,325,0.0500,0.1100,"Knoxville, TN
(35.962631, -83.916677)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20142354123170319977UA
Table 5,2015,1,116.20,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",20416,NK,11210,0.3800,92.38,75,0.5100,200,0.0800,0.0027,"Myrtle Beach, SC
(33.68785, -78.883852)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20151311353170320416NK
Table 5,2007,3,99.91,33570,30436,"San Diego, CA","Tucson, AZ",19393,WN,45450,0.9400,97.93,75,0.2900,150,0.2900,0.0000,"San Diego, CA
(32.71576, -117.163817)","Tucson, AZ
(35.167852, -103.726151)",20073335703043619393WN
Table 5,1999,2,243.69,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",19805,AA,15420,0.5500,247.21,75,0.0600,425,0.2200,0.5100,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Memphis, TN
(35.143378, -90.052136)",19992301943324419805AA
Table 5,2000,1,285.54,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",19386,NW,12350,0.7900,302.65,125,0.1000,500,0.2000,0.4000,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Nashville, TN
(36.166687, -86.779932)",20001316503069319386NW
Table 5,2005,4,86.38,30713,30559,"Boise, ID","Seattle, WA",19393,WN,32260,0.4200,80.89,75,0.4700,125,0.2600,0.0003,"Boise, ID
(43.597772, -83.884521)","Seattle, WA
(47.603229, -122.33028)",20054307133055919393WN
Table 5,2005,2,79.55,30529,34100,"Hartford, CT","Philadelphia, PA",20355,US,14060,0.4900,94.16,75,0.6000,175,0.0500,0.0200,"Hartford, CT
(41.765775, -72.673356)","Philadelphia, PA
(39.951061, -75.16562)",20052305293410020355US
Table 5,2018,3,127.27,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",19805,AA,9750,0.1698,159.37,100,0.1046,225,0.1241,0.0195,,,20183311363246719805AA
Table 5,2002,1,224.80,30647,33342,"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",20314,YX,6630,0.5000,227.42,125,0.1000,300,0.2000,0.0000,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Milwaukee, WI
(43.041072, -87.909421)",20021306473334220314YX
Table 5,2005,1,220.21,31453,33244,"Houston, TX","Memphis, TN",19704,CO,7240,0.4400,242.93,100,0.1000,525,0.1300,0.2600,"Houston, TX
(29.760803, -95.369506)","Memphis, TN
(35.143378, -90.052136)",20051314533324419704CO
Table 5,2003,4,265.13,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19386,NW,16220,0.5900,277.62,125,0.1400,550,0.0700,0.2300,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20034306473165019386NW
Table 5,2000,3,225.28,31057,33195,"Charlotte, NC","Tampa, FL (Metropolitan Area)",20355,US,21970,0.8700,226.90,100,0.2100,475,0.0500,0.3500,"Charlotte, NC
(35.222936, -80.840161)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",20003310573319520355US
Table 5,1996,3,90.83,30977,31123,"Chicago, IL","St. Louis, MO",19805,AA,19160,0.1200,93.52,75,0.3800,125,0.0700,0.0300,"Chicago, IL
(41.775002, -87.696388)","St. Louis, MO
(38.630276, -90.200309)",19963309773112319805AA
Table 5,2006,2,88.84,31719,32211,"Fort Collins/Loveland, CO","Las Vegas, NV",20368,G4,16370,1.0000,88.84,75,0.3100,150,0.0500,0.0000,"Fort Collins/Loveland, CO
(40.588972, -105.082459)","Las Vegas, NV
(36.169202, -115.140597)",20062317193221120368G4
Table 5,2004,3,75.77,33198,31123,"Kansas City, MO","St. Louis, MO",19393,WN,40610,0.9900,75.71,75,0.3200,100,0.6700,0.0000,"Kansas City, MO
(39.099792, -94.578559)","St. Louis, MO
(38.630276, -90.200309)",20043331983112319393WN
Table 5,2000,2,256.10,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",19805,AA,26600,0.5800,286.17,100,0.0600,550,0.1100,0.3800,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Nashville, TN
(36.166687, -86.779932)",20002301943069319805AA
Table 5,2002,3,308.40,31057,34100,"Charlotte, NC","Philadelphia, PA",20355,US,28140,0.9400,313.75,100,0.1100,525,0.0700,0.5700,"Charlotte, NC
(35.222936, -80.840161)","Philadelphia, PA
(39.951061, -75.16562)",20023310573410020355US
Table 5,1996,4,92.70,31295,31135,"Detroit, MI","Myrtle Beach, SC",20355,US,1860,0.1200,160.11,100,0.1300,375,0.1000,0.1500,"Detroit, MI
(42.332916, -83.047853)","Myrtle Beach, SC
(33.68785, -78.883852)",19964312953113520355US
Table 5,2005,2,87.64,30140,30466,"Albuquerque, NM","Phoenix, AZ",19393,WN,78040,0.8200,87.00,75,0.3600,125,0.4300,0.0006,"Albuquerque, NM
(35.084248, -106.649241)","Phoenix, AZ
(30.406931, -87.217578)",20052301403046619393WN
Table 5,1997,1,235.04,30977,34100,"Chicago, IL","Philadelphia, PA",19805,AA,32190,0.2400,216.90,75,0.0900,425,0.1300,0.4100,"Chicago, IL
(41.775002, -87.696388)","Philadelphia, PA
(39.951061, -75.16562)",19971309773410019805AA
Table 5,2001,1,248.44,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",19805,AA,23910,0.5600,267.72,125,0.2400,575,0.0700,0.2600,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Nashville, TN
(36.166687, -86.779932)",20011301943069319805AA
Table 5,2006,2,332.25,33105,34100,"Cincinnati, OH","Philadelphia, PA",20355,US,9130,0.3900,289.17,100,0.0700,675,0.0600,0.3700,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)",20062331053410020355US
Table 5,2006,1,262.34,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",19386,NW,17320,0.6700,300.51,125,0.0500,550,0.1200,0.2900,"Indianapolis, IN
(39.76845, -86.156212)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20061323373165019386NW
Table 5,2004,1,95.71,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",19805,AA,12700,0.2100,141.80,100,0.1000,150,0.4300,0.0300,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Orlando, FL
(28.538331, -81.378879)",20041324673145419805AA
Table 5,2005,3,82.77,30559,31884,"Seattle, WA","Spokane, WA",19393,WN,22850,0.2300,76.42,75,0.4700,100,0.5200,0.0000,"Seattle, WA
(47.603229, -122.33028)","Spokane, WA
(47.658999, -117.425022)",20053305593188419393WN
Table 5,2007,4,95.85,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",19393,WN,66760,0.8100,92.91,75,0.3300,125,0.4100,0.0015,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Lubbock, TX
(41.181125, -96.030508)",20074301943289619393WN
Table 5,1997,3,239.23,30977,31423,"Chicago, IL","Des Moines, IA",19805,AA,2580,0.1000,227.93,75,0.0800,425,0.1200,0.4900,"Chicago, IL
(41.775002, -87.696388)","Des Moines, IA
(41.588822, -93.620309)",19973309773142319805AA
Table 5,2005,2,99.71,30977,31066,"Chicago, IL","Columbus, OH",19393,WN,61350,0.4900,85.57,75,0.3600,125,0.4400,0.0000,"Chicago, IL
(41.775002, -87.696388)","Columbus, OH
(39.962649, -82.996216)",20052309773106619393WN
Table 5,2010,1,284.93,30994,30852,"Charleston, SC","Washington, DC (Metropolitan Area)",19977,UA,4210,0.1400,308.52,100,0.0600,475,0.1200,0.4900,"Charleston, SC
(32.77647, -79.931027)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20101309943085219977UA
Table 5,1998,4,256.77,33105,34100,"Cincinnati, OH","Philadelphia, PA",20355,US,11050,0.3400,278.23,125,0.2700,475,0.1000,0.4300,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)",19984331053410020355US
Table 5,1997,2,286.68,30977,34524,"Chicago, IL","Richmond, VA",19977,UA,17250,0.6900,303.61,125,0.0700,475,0.2500,0.4400,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)",19972309773452419977UA
Table 5,1998,4,269.74,30977,33105,"Chicago, IL","Cincinnati, OH",19977,UA,17670,0.3200,269.71,75,0.0500,400,0.3000,0.6600,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",19984309773310519977UA
Table 5,1999,2,256.53,30325,34653,"Denver, CO","Tulsa, OK",19977,UA,11620,0.7400,263.19,75,0.1200,525,0.1800,0.4100,"Denver, CO
(39.738453, -104.984853)","Tulsa, OK
(61.096484, -160.967455)",19992303253465319977UA
Table 5,2002,3,220.34,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19704,CO,10510,0.2800,257.09,75,0.0800,425,0.0600,0.5900,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)",20023317033452419704CO
Table 5,2005,1,97.99,32575,30436,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",19393,WN,62690,0.7900,85.99,75,0.3000,125,0.0800,0.0010,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tucson, AZ
(35.167852, -103.726151)",20051325753043619393WN
Table 5,2012,1,101.13,31638,32211,"Fresno, CA","Las Vegas, NV",19977,UA,11760,0.5700,113.02,75,0.3800,200,0.0700,0.0300,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)",20121316383221119977UA
Table 5,2006,4,90.98,30325,34614,"Denver, CO","Salt Lake City, UT",19977,UA,27530,0.2200,111.18,75,0.3700,175,0.0800,0.0500,"Denver, CO
(39.738453, -104.984853)","Salt Lake City, UT
(40.758478, -111.888142)",20064303253461419977UA
Table 5,2005,3,94.95,31453,33214,"Houston, TX","San Antonio, TX",19393,WN,38700,0.6700,93.51,75,0.1900,125,0.6500,0.0000,"Houston, TX
(29.760803, -95.369506)","San Antonio, TX
(29.425173, -98.494599)",20053314533321419393WN
Table 5,1998,4,70.75,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",19805,AA,22840,0.1600,78.12,75,0.5200,100,0.3900,0.0053,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",19984324673319519805AA
Table 5,2006,4,229.76,30977,31834,"Chicago, IL","Fayetteville, AR",19805,AA,12260,0.6900,229.99,75,0.0900,250,0.0900,0.4000,"Chicago, IL
(41.775002, -87.696388)","Fayetteville, AR
(36.061928, -94.160583)",20064309773183419805AA
Table 5,1996,4,229.64,30647,30529,"Cleveland, OH (Metropolitan Area)","Hartford, CT",20355,US,2170,0.1100,233.58,100,0.1000,350,0.0500,0.3400,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Hartford, CT
(41.765775, -72.673356)",19964306473052920355US
Table 5,2008,3,318.55,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",20355,US,12530,0.5600,336.57,175,0.0700,575,0.0500,0.1300,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)",20083306473410020355US
Table 5,1997,2,221.97,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19386,NW,13270,0.6000,221.38,100,0.1700,475,0.0700,0.3300,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",19972331053165019386NW
Table 5,1996,1,78.26,30615,32211,"El Paso, TX","Las Vegas, NV",19991,HP,9030,0.2500,78.91,75,0.1700,100,0.7700,0.0066,"El Paso, TX
(31.76006, -106.492257)","Las Vegas, NV
(36.169202, -115.140597)",19961306153221119991HP
Table 5,2010,4,223.72,30994,34100,"Charleston, SC","Philadelphia, PA",20355,US,15750,0.8500,227.14,150,0.2300,300,0.0500,0.0400,"Charleston, SC
(32.77647, -79.931027)","Philadelphia, PA
(39.951061, -75.16562)",20104309943410020355US
Table 5,2018,3,127.27,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",20409,B6,10610,0.1847,110.30,75,0.3195,200,0.0631,0.0254,,,20183311363246720409B6
Table 5,2011,2,263.01,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",20355,US,5160,0.1500,290.71,200,0.1100,300,0.0500,0.0400,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20112330443170320355US
Table 5,2001,3,255.62,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19386,NW,14730,0.7100,291.05,125,0.1600,550,0.1100,0.3000,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20013310663165019386NW
Table 5,2012,2,276.86,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19977,UA,10330,0.3400,345.06,250,0.2200,550,0.0800,0.0100,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20122330443170319977UA
Table 5,2007,4,236.57,30977,31995,"Chicago, IL","Greensboro/High Point, NC",19977,UA,13410,0.8000,240.02,150,0.0700,325,0.0500,0.0500,"Chicago, IL
(41.775002, -87.696388)","Greensboro/High Point, NC
(36.072701, -79.793899)",20074309773199519977UA
Table 5,2012,3,267.19,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19790,DL,17840,0.6700,289.48,200,0.0800,450,0.0500,0.0100,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20123310663165019790DL
Table 5,2001,2,272.26,30693,34100,"Nashville, TN","Philadelphia, PA",20355,US,19080,0.8100,273.59,125,0.1500,550,0.1200,0.3300,"Nashville, TN
(36.166687, -86.779932)","Philadelphia, PA
(39.951061, -75.16562)",20012306933410020355US
Table 5,1999,4,230.98,30325,33851,"Denver, CO","Oklahoma City, OK",19977,UA,14190,0.8300,238.38,125,0.1400,525,0.1200,0.2000,"Denver, CO
(39.738453, -104.984853)","Oklahoma City, OK
(35.468494, -97.521264)",19994303253385119977UA
Table 5,2007,2,240.32,31650,31123,"Minneapolis/St. Paul, MN","St. Louis, MO",19805,AA,21970,0.4300,220.07,125,0.1700,250,0.0600,0.1300,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","St. Louis, MO
(38.630276, -90.200309)",20072316503112319805AA
Table 5,1998,2,305.13,30135,30977,"Allentown/Bethlehem/Easton, PA","Chicago, IL",19977,UA,13120,0.8600,307.08,125,0.0600,525,0.2300,0.4600,"Allentown/Bethlehem/Easton, PA
(40.602753, -75.469759)","Chicago, IL
(41.775002, -87.696388)",19982301353097719977UA
Table 5,2011,2,115.42,30325,34614,"Denver, CO","Salt Lake City, UT",19393,WN,41590,0.3400,110.55,75,0.2500,200,0.1100,0.0005,"Denver, CO
(39.738453, -104.984853)","Salt Lake City, UT
(40.758478, -111.888142)",20112303253461419393WN
